checking_account_status,duration,credit_history,purpose,credit_amount,savings,present_employment,installment_rate,personal,other_debtors,present_residence,property,age,other_installment_plans,housing,existing_credits,job,dependents,telephone,foreign_worker,customer_type
A14,18,A32,A45,1943.0,A61,A72,4.0,A92,A101,4.0,A121,23.0,A143,A152,1.0,A173,1,A191,A201,2
A14,24,A31,A49,1559.0,A61,A74,4.0,A93,A101,4.0,A123,50.0,A141,A152,1.0,A173,1,A192,A201,1
A14,18,A32,A42,3422.0,A61,A75,4.0,A93,A101,4.0,A122,47.0,A141,A152,3.0,A173,2,A192,A201,1
A12,21,A32,A42,3976.0,A65,A74,2.0,A93,A101,3.0,A123,35.0,A143,A152,1.0,A173,1,A192,A201,1
A14,18,A32,A40,6761.0,A65,A73,2.0,A93,A101,4.0,A123,68.0,A143,A151,2.0,A173,1,A191,A201,2
A14,24,A32,A40,1249.0,A61,A72,4.0,A94,A101,2.0,A121,28.0,A143,A152,1.0,A173,1,A191,A201,1
A11,9,A32,A43,1364.0,A61,A74,3.0,A93,A101,4.0,A121,59.0,A143,A152,1.0,A173,1,A191,A201,1
A11,12,A32,A43,709.0,A61,A75,4.0,A93,A101,4.0,A121,57.0,A142,A152,1.0,A172,1,A191,A201,2
A11,20,A34,A40,2235.0,A61,A73,4.0,A94,A103,2.0,A122,33.0,A141,A151,2.0,A173,1,A191,A202,2
A14,24,A34,A41,4042.0,A65,A74,3.0,A93,A101,4.0,A122,43.0,A143,A152,2.0,A173,1,A192,A201,1
A14,15,A34,A43,1471.0,A61,A73,4.0,A93,A101,4.0,A124,35.0,A143,A153,2.0,A173,1,A192,A201,1
A11,18,A31,A40,1442.0,A61,A74,4.0,A93,A101,4.0,A124,32.0,A143,A153,2.0,A172,2,A191,A201,2
A14,36,A33,A40,10875.0,A61,A75,2.0,A93,A101,2.0,A123,45.0,A143,A152,2.0,A173,2,A192,A201,1
A14,24,A32,A40,1474.0,A62,A72,4.0,A94,A101,3.0,A121,33.0,A143,A152,1.0,A173,1,A192,A201,1
A14,10,A32,A48,894.0,A65,A74,4.0,A92,A101,3.0,A122,40.0,A143,A152,1.0,A173,1,A192,A201,1
A14,15,A34,A42,3343.0,A61,A73,4.0,A93,A101,2.0,A124,28.0,A143,A153,1.0,A173,1,A192,A201,1
A11,15,A32,A40,3959.0,A61,A73,3.0,A92,A101,2.0,A122,29.0,A143,A152,1.0,A173,1,A192,A201,2
A14,9,A32,A40,3577.0,A62,A73,1.0,A93,A103,2.0,A121,26.0,A143,A151,1.0,A173,2,A191,A202,1
A14,24,A34,A41,5804.0,A64,A73,4.0,A93,A101,2.0,A121,27.0,A143,A152,2.0,A173,1,A191,A201,1
A14,18,A33,A49,2169.0,A61,A73,4.0,A94,A101,2.0,A123,28.0,A143,A152,1.0,A173,1,A192,A201,2
A11,24,A32,A43,2439.0,A61,A72,4.0,A92,A101,4.0,A121,35.0,A143,A152,1.0,A173,1,A192,A201,2
A14,27,A34,A42,4526.0,A64,A72,4.0,A93,A101,2.0,A121,32.0,A142,A152,2.0,A172,2,A192,A201,1
A14,10,A32,A42,2210.0,A61,A73,2.0,A93,A101,2.0,A121,25.0,A141,A151,1.0,A172,1,A191,A201,2
A14,15,A32,A42,2221.0,A63,A73,2.0,A92,A101,4.0,A123,20.0,A143,A151,1.0,A173,1,A191,A201,1
A11,18,A32,A43,2389.0,A61,A72,4.0,A92,A101,1.0,A123,27.0,A142,A152,1.0,A173,1,A191,A201,1
A14,12,A34,A42,3331.0,A61,A75,2.0,A93,A101,4.0,A122,42.0,A142,A152,1.0,A173,1,A191,A201,1
A14,36,A32,A49,7409.0,A65,A75,3.0,A93,A101,2.0,A122,37.0,A143,A152,2.0,A173,1,A191,A201,1
A11,12,A32,A42,652.0,A61,A75,4.0,A92,A101,4.0,A122,24.0,A143,A151,1.0,A173,1,A191,A201,1
A14,36,A33,A42,7678.0,A63,A74,2.0,A92,A101,4.0,A123,40.0,A143,A152,2.0,A173,1,A192,A201,1
A13,6,A34,A40,1343.0,A61,A75,1.0,A93,A101,4.0,A121,46.0,A143,A152,2.0,A173,2,A191,A202,1
A11,24,A34,A49,1382.0,A62,A74,4.0,A93,A101,1.0,A121,26.0,A143,A152,2.0,A173,1,A192,A201,1
A14,15,A32,A44,874.0,A65,A72,4.0,A92,A101,1.0,A121,24.0,A143,A152,1.0,A173,1,A191,A201,1
A11,12,A32,A42,3590.0,A61,A73,2.0,A93,A102,2.0,A122,29.0,A143,A152,1.0,A172,2,A191,A201,1
A12,11,A34,A40,1322.0,A64,A73,4.0,A92,A101,4.0,A123,40.0,A143,A152,2.0,A173,1,A191,A201,1
A11,18,A31,A43,1940.0,A61,A72,3.0,A93,A102,4.0,A124,36.0,A141,A153,1.0,A174,1,A192,A201,1
A14,36,A32,A43,3595.0,A61,A75,4.0,A93,A101,2.0,A123,28.0,A143,A152,1.0,A173,1,A191,A201,1
A11,9,A32,A40,1422.0,A61,A72,3.0,A93,A101,2.0,A124,27.0,A143,A153,1.0,A174,1,A192,A201,2
A14,30,A34,A43,6742.0,A65,A74,2.0,A93,A101,3.0,A122,36.0,A143,A152,2.0,A173,1,A191,A201,1
A14,24,A32,A41,7814.0,A61,A74,3.0,A93,A101,3.0,A123,38.0,A143,A152,1.0,A174,1,A192,A201,1
A14,24,A32,A41,9277.0,A65,A73,2.0,A91,A101,4.0,A124,48.0,A143,A153,1.0,A173,1,A192,A201,1
A12,30,A34,A40,2181.0,A65,A75,4.0,A93,A101,4.0,A121,36.0,A143,A152,2.0,A173,1,A191,A201,1
A14,18,A34,A43,1098.0,A61,A71,4.0,A92,A101,4.0,A123,65.0,A143,A152,2.0,A171,1,A191,A201,1
A12,24,A32,A42,4057.0,A61,A74,3.0,A91,A101,3.0,A123,43.0,A143,A152,1.0,A173,1,A192,A201,2
A11,12,A32,A46,795.0,A61,A72,4.0,A92,A101,4.0,A122,53.0,A143,A152,1.0,A173,1,A191,A201,2
A12,24,A34,A49,2825.0,A65,A74,4.0,A93,A101,3.0,A124,34.0,A143,A152,2.0,A173,2,A192,A201,1
A12,48,A32,A49,15672.0,A61,A73,2.0,A93,A101,2.0,A123,23.0,A143,A152,1.0,A173,1,A192,A201,2
A14,36,A34,A40,6614.0,A61,A75,4.0,A93,A101,4.0,A123,34.0,A143,A152,2.0,A174,1,A192,A201,1
A14,28,A31,A41,7824.0,A65,A72,3.0,A93,A103,4.0,A121,40.0,A141,A151,2.0,A173,2,A192,A201,1
A11,27,A34,A49,2442.0,A61,A75,4.0,A93,A101,4.0,A123,43.0,A142,A152,4.0,A174,2,A192,A201,1
A14,15,A34,A43,1829.0,A61,A75,4.0,A93,A101,4.0,A123,46.0,A143,A152,2.0,A173,1,A192,A201,1
A11,12,A34,A40,2171.0,A61,A73,4.0,A93,A101,4.0,A122,38.0,A141,A152,2.0,A172,1,A191,A202,1
A12,36,A34,A41,5800.0,A61,A73,3.0,A93,A101,4.0,A123,34.0,A143,A152,2.0,A173,1,A192,A201,1
A14,18,A34,A43,1169.0,A65,A73,4.0,A93,A101,3.0,A122,29.0,A143,A152,2.0,A173,1,A192,A201,1
A14,36,A33,A41,8947.0,A65,A74,3.0,A93,A101,2.0,A123,31.0,A142,A152,1.0,A174,2,A192,A201,1
A11,21,A32,A43,2606.0,A61,A72,4.0,A92,A101,4.0,A122,28.0,A143,A151,1.0,A174,1,A192,A201,1
A14,12,A34,A42,1592.0,A64,A74,3.0,A92,A101,2.0,A122,35.0,A143,A152,1.0,A173,1,A191,A202,1
A14,15,A32,A42,2186.0,A65,A74,1.0,A92,A101,4.0,A121,33.0,A141,A151,1.0,A172,1,A191,A201,1
A11,18,A32,A42,4153.0,A61,A73,2.0,A93,A102,3.0,A123,42.0,A143,A152,1.0,A173,1,A191,A201,2
A11,16,A34,A40,2625.0,A61,A75,2.0,A93,A103,4.0,A122,43.0,A141,A151,1.0,A173,1,A192,A201,2
A14,20,A34,A40,3485.0,A65,A72,2.0,A91,A101,4.0,A121,44.0,A143,A152,2.0,A173,1,A192,A201,1
A14,36,A34,A41,10477.0,A65,A75,2.0,A93,A101,4.0,A124,42.0,A143,A153,2.0,A173,1,A191,A201,1
A14,15,A32,A43,1386.0,A65,A73,4.0,A94,A101,2.0,A121,40.0,A143,A151,1.0,A173,1,A192,A201,1
A14,24,A32,A43,1278.0,A61,A75,4.0,A93,A101,1.0,A121,36.0,A143,A152,1.0,A174,1,A192,A201,1
A11,12,A32,A43,1107.0,A61,A73,2.0,A93,A101,2.0,A121,20.0,A143,A151,1.0,A174,2,A192,A201,1
A11,21,A32,A40,3763.0,A65,A74,2.0,A93,A102,2.0,A121,24.0,A143,A152,1.0,A172,1,A191,A202,1
A12,36,A32,A46,3711.0,A65,A73,2.0,A94,A101,2.0,A123,27.0,A143,A152,1.0,A173,1,A191,A201,1
A14,15,A33,A41,3594.0,A61,A72,1.0,A92,A101,2.0,A122,46.0,A143,A152,2.0,A172,1,A191,A201,1
A12,9,A32,A40,3195.0,A65,A73,1.0,A92,A101,2.0,A121,33.0,A143,A152,1.0,A172,1,A191,A201,1
A14,36,A33,A43,4454.0,A61,A73,4.0,A92,A101,4.0,A121,34.0,A143,A152,2.0,A173,1,A191,A201,1
A12,24,A34,A42,4736.0,A61,A72,2.0,A92,A101,4.0,A123,25.0,A141,A152,1.0,A172,1,A191,A201,2
A12,30,A32,A43,2991.0,A65,A75,2.0,A92,A101,4.0,A123,25.0,A143,A152,1.0,A173,1,A191,A201,1
A14,11,A32,A49,2142.0,A64,A75,1.0,A91,A101,2.0,A121,28.0,A143,A152,1.0,A173,1,A192,A201,1
A11,24,A31,A49,3161.0,A61,A73,4.0,A93,A101,2.0,A122,31.0,A143,A151,1.0,A173,1,A192,A201,2
A12,48,A30,A410,18424.0,A61,A73,1.0,A92,A101,2.0,A122,32.0,A141,A152,1.0,A174,1,A192,A202,2
A14,10,A32,A41,2848.0,A62,A73,1.0,A93,A102,2.0,A121,32.0,A143,A152,1.0,A173,2,A191,A201,1
A11,6,A32,A40,14896.0,A61,A75,1.0,A93,A101,4.0,A124,68.0,A141,A152,1.0,A174,1,A192,A201,2
A11,24,A32,A42,2359.0,A62,A71,1.0,A91,A101,1.0,A122,33.0,A143,A152,1.0,A173,1,A191,A201,2
A11,24,A32,A42,3345.0,A61,A75,4.0,A93,A101,2.0,A122,39.0,A143,A151,1.0,A174,1,A192,A201,2
A14,18,A34,A42,1817.0,A61,A73,4.0,A92,A101,2.0,A124,28.0,A143,A152,2.0,A173,1,A191,A201,1
A14,48,A33,A43,12749.0,A63,A74,4.0,A93,A101,1.0,A123,37.0,A143,A152,1.0,A174,1,A192,A201,1
A11,9,A32,A43,1366.0,A61,A72,3.0,A92,A101,4.0,A122,22.0,A143,A151,1.0,A173,1,A191,A201,2
A12,12,A32,A40,2002.0,A61,A74,3.0,A93,A101,4.0,A122,30.0,A143,A151,1.0,A173,2,A192,A201,1
A11,24,A31,A42,6872.0,A61,A72,2.0,A91,A101,1.0,A122,55.0,A141,A152,1.0,A173,1,A192,A201,2
A11,12,A31,A40,697.0,A61,A72,4.0,A93,A101,2.0,A123,46.0,A141,A152,2.0,A173,1,A192,A201,2
A11,18,A34,A42,1049.0,A61,A72,4.0,A92,A101,4.0,A122,21.0,A143,A151,1.0,A173,1,A191,A201,1
A11,48,A32,A41,10297.0,A61,A74,4.0,A93,A101,4.0,A124,39.0,A142,A153,3.0,A173,2,A192,A201,2
A14,30,A32,A43,1867.0,A65,A75,4.0,A93,A101,4.0,A123,58.0,A143,A152,1.0,A173,1,A192,A201,1
A11,12,A33,A40,1344.0,A61,A73,4.0,A93,A101,2.0,A121,43.0,A143,A152,2.0,A172,2,A191,A201,1
A11,24,A32,A42,1747.0,A61,A72,4.0,A93,A102,1.0,A122,24.0,A143,A152,1.0,A172,1,A191,A202,1
A12,9,A32,A43,1670.0,A61,A72,4.0,A92,A101,2.0,A123,22.0,A143,A152,1.0,A173,1,A192,A201,2
A14,9,A34,A40,1224.0,A61,A73,3.0,A93,A101,1.0,A121,30.0,A143,A152,2.0,A173,1,A191,A201,1
A14,12,A34,A43,522.0,A63,A75,4.0,A93,A101,4.0,A122,42.0,A143,A152,2.0,A173,2,A192,A201,1
A11,12,A32,A43,1498.0,A61,A73,4.0,A92,A101,1.0,A123,23.0,A141,A152,1.0,A173,1,A191,A201,1
A12,30,A33,A43,1919.0,A62,A72,4.0,A93,A101,3.0,A124,30.0,A142,A152,2.0,A174,1,A191,A201,2
A13,9,A32,A43,745.0,A61,A73,3.0,A92,A101,2.0,A121,28.0,A143,A152,1.0,A172,1,A191,A201,2
A12,6,A32,A43,2063.0,A61,A72,4.0,A94,A101,3.0,A123,30.0,A143,A151,1.0,A174,1,A192,A201,1
A12,60,A32,A46,6288.0,A61,A73,4.0,A93,A101,4.0,A124,42.0,A143,A153,1.0,A173,1,A191,A201,2
A14,24,A34,A41,6842.0,A65,A73,2.0,A93,A101,4.0,A122,46.0,A143,A152,2.0,A174,2,A192,A201,1
A14,12,A32,A40,3527.0,A65,A72,2.0,A93,A101,3.0,A122,45.0,A143,A152,1.0,A174,2,A192,A201,1
A14,10,A32,A40,1546.0,A61,A73,3.0,A93,A101,2.0,A121,31.0,A143,A152,1.0,A172,2,A191,A202,1
A14,24,A32,A42,929.0,A65,A74,4.0,A93,A101,2.0,A123,31.0,A142,A152,1.0,A173,1,A192,A201,1
A14,4,A34,A40,1455.0,A61,A74,2.0,A93,A101,1.0,A121,42.0,A143,A152,3.0,A172,2,A191,A201,1
A11,15,A32,A42,1845.0,A61,A72,4.0,A92,A103,1.0,A122,46.0,A143,A151,1.0,A173,1,A191,A201,1
A12,48,A30,A40,8358.0,A63,A72,1.0,A92,A101,1.0,A123,30.0,A143,A152,2.0,A173,1,A191,A201,1
A11,24,A31,A42,3349.0,A63,A72,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A173,2,A192,A201,2
A14,12,A32,A40,2859.0,A65,A71,4.0,A93,A101,4.0,A124,38.0,A143,A152,1.0,A174,1,A192,A201,1
A14,18,A32,A42,1533.0,A61,A72,4.0,A94,A102,1.0,A122,43.0,A143,A152,1.0,A172,2,A191,A201,2
A14,24,A32,A43,3621.0,A62,A75,2.0,A93,A101,4.0,A123,31.0,A143,A152,2.0,A173,1,A191,A201,2
A12,18,A34,A49,3590.0,A61,A71,3.0,A94,A101,3.0,A123,40.0,A143,A152,3.0,A171,2,A192,A201,1
A11,36,A33,A49,2145.0,A61,A74,2.0,A93,A101,1.0,A123,24.0,A143,A152,2.0,A173,1,A192,A201,2
A12,24,A32,A41,4113.0,A63,A72,3.0,A92,A101,4.0,A123,28.0,A143,A151,1.0,A173,1,A191,A201,2
A14,36,A32,A42,10974.0,A61,A71,4.0,A92,A101,2.0,A123,26.0,A143,A152,2.0,A174,1,A192,A201,2
A11,12,A32,A40,1893.0,A61,A73,4.0,A92,A103,4.0,A122,29.0,A143,A152,1.0,A173,1,A192,A201,1
A11,24,A34,A43,1231.0,A64,A75,4.0,A92,A101,4.0,A122,57.0,A143,A151,2.0,A174,1,A192,A201,1
A13,30,A34,A43,3656.0,A65,A75,4.0,A93,A101,4.0,A122,49.0,A142,A152,2.0,A172,1,A191,A201,1
A12,9,A34,A43,1154.0,A61,A75,2.0,A93,A101,4.0,A121,37.0,A143,A152,3.0,A172,1,A191,A201,1
A11,28,A32,A40,4006.0,A61,A73,3.0,A93,A101,2.0,A123,45.0,A143,A152,1.0,A172,1,A191,A201,2
A12,24,A32,A42,3069.0,A62,A75,4.0,A93,A101,4.0,A124,30.0,A143,A153,1.0,A173,1,A191,A201,1
A14,6,A34,A43,1740.0,A61,A75,2.0,A94,A101,2.0,A121,30.0,A143,A151,2.0,A173,1,A191,A201,1
A12,21,A33,A40,2353.0,A61,A73,1.0,A91,A101,4.0,A122,47.0,A143,A152,2.0,A173,1,A191,A201,1
A14,15,A32,A40,3556.0,A65,A73,3.0,A93,A101,2.0,A124,29.0,A143,A152,1.0,A173,1,A191,A201,1
A14,24,A32,A43,2397.0,A63,A75,3.0,A93,A101,2.0,A123,35.0,A141,A152,2.0,A173,1,A192,A201,2
A12,6,A32,A45,454.0,A61,A72,3.0,A94,A101,1.0,A122,22.0,A143,A152,1.0,A172,1,A191,A201,1
A12,30,A32,A43,1715.0,A65,A73,4.0,A92,A101,1.0,A123,26.0,A143,A152,1.0,A173,1,A191,A201,1
A12,27,A34,A43,2520.0,A63,A73,4.0,A93,A101,2.0,A122,23.0,A143,A152,2.0,A172,1,A191,A201,2
A14,15,A32,A43,3568.0,A61,A75,4.0,A92,A101,2.0,A123,54.0,A141,A151,1.0,A174,1,A192,A201,1
A14,42,A32,A43,7166.0,A65,A74,2.0,A94,A101,4.0,A122,29.0,A143,A151,1.0,A173,1,A192,A201,1
A11,11,A34,A40,3939.0,A61,A73,1.0,A93,A101,2.0,A121,40.0,A143,A152,2.0,A172,2,A191,A201,1
A12,15,A32,A45,1514.0,A62,A73,4.0,A93,A103,2.0,A121,22.0,A143,A152,1.0,A173,1,A191,A201,1
A14,24,A32,A40,7393.0,A61,A73,1.0,A93,A101,4.0,A122,43.0,A143,A152,1.0,A172,2,A191,A201,1
A11,24,A31,A40,1193.0,A61,A71,1.0,A92,A102,4.0,A124,29.0,A143,A151,2.0,A171,1,A191,A201,2
A11,60,A32,A49,7297.0,A61,A75,4.0,A93,A102,4.0,A124,36.0,A143,A151,1.0,A173,1,A191,A201,2
A14,30,A34,A43,2831.0,A61,A73,4.0,A92,A101,2.0,A123,33.0,A143,A152,1.0,A173,1,A192,A201,1
A13,24,A32,A43,1258.0,A63,A73,3.0,A92,A101,3.0,A123,57.0,A143,A152,1.0,A172,1,A191,A201,1
A12,6,A32,A43,753.0,A61,A73,2.0,A92,A103,3.0,A121,64.0,A143,A152,1.0,A173,1,A191,A201,1
A12,18,A33,A49,2427.0,A65,A75,4.0,A93,A101,2.0,A122,42.0,A143,A152,2.0,A173,1,A191,A201,1
A14,24,A33,A40,2538.0,A61,A75,4.0,A93,A101,4.0,A123,47.0,A143,A152,2.0,A172,2,A191,A201,2
A12,15,A31,A40,1264.0,A62,A73,2.0,A94,A101,2.0,A122,25.0,A143,A151,1.0,A173,1,A191,A201,2
A12,30,A34,A42,8386.0,A61,A74,2.0,A93,A101,2.0,A122,49.0,A143,A152,1.0,A173,1,A191,A201,2
A14,48,A32,A49,4844.0,A61,A71,3.0,A93,A101,2.0,A123,33.0,A141,A151,1.0,A174,1,A192,A201,2
A13,21,A32,A40,2923.0,A62,A73,1.0,A92,A101,1.0,A123,28.0,A141,A152,1.0,A174,1,A192,A201,1
A11,36,A32,A41,8229.0,A61,A73,2.0,A93,A101,2.0,A122,26.0,A143,A152,1.0,A173,2,A191,A201,2
A14,24,A34,A42,2028.0,A61,A74,2.0,A93,A101,2.0,A122,30.0,A143,A152,2.0,A172,1,A191,A201,1
A11,15,A34,A42,1433.0,A61,A73,4.0,A92,A101,3.0,A122,25.0,A143,A151,2.0,A173,1,A191,A201,1
A13,42,A30,A49,6289.0,A61,A72,2.0,A91,A101,1.0,A122,33.0,A143,A152,2.0,A173,1,A191,A201,1
A14,13,A32,A43,1409.0,A62,A71,2.0,A92,A101,4.0,A121,64.0,A143,A152,1.0,A173,1,A191,A201,1
A11,24,A32,A41,6579.0,A61,A71,4.0,A93,A101,2.0,A124,29.0,A143,A153,1.0,A174,1,A192,A201,1
A12,24,A34,A43,1743.0,A61,A75,4.0,A93,A101,2.0,A122,48.0,A143,A152,2.0,A172,1,A191,A201,1
A14,12,A34,A46,3565.0,A65,A72,2.0,A93,A101,1.0,A122,37.0,A143,A152,2.0,A172,2,A191,A201,1
A14,15,A31,A43,1569.0,A62,A75,4.0,A93,A101,4.0,A123,34.0,A141,A152,1.0,A172,2,A191,A201,1
A11,18,A32,A43,1936.0,A65,A74,2.0,A94,A101,4.0,A123,23.0,A143,A151,2.0,A172,1,A191,A201,1
A11,36,A32,A42,3959.0,A61,A71,4.0,A93,A101,3.0,A122,30.0,A143,A152,1.0,A174,1,A192,A201,1
A14,12,A32,A40,2390.0,A65,A75,4.0,A93,A101,3.0,A123,50.0,A143,A152,1.0,A173,1,A192,A201,1
A14,12,A32,A42,1736.0,A61,A74,3.0,A92,A101,4.0,A121,31.0,A143,A152,1.0,A172,1,A191,A201,1
A11,30,A32,A41,3857.0,A61,A73,4.0,A91,A101,4.0,A122,40.0,A143,A152,1.0,A174,1,A192,A201,1
A14,12,A32,A43,804.0,A61,A75,4.0,A93,A101,4.0,A123,38.0,A143,A152,1.0,A173,1,A191,A201,1
A11,45,A32,A43,1845.0,A61,A73,4.0,A93,A101,4.0,A124,23.0,A143,A153,1.0,A173,1,A192,A201,2
A12,45,A34,A41,4576.0,A62,A71,3.0,A93,A101,4.0,A123,27.0,A143,A152,1.0,A173,1,A191,A201,1
